,user_id,top_5_lvl_2_boosting_recs
919,1230,"[834117, 1122358, 5568378, 5569845, 913210]"
920,1231,"[857503, 854852, 1127831, 866211, 878996]"
921,1234,"[5568378, 1044078, 854405, 823704, 940947]"
922,1236,"[983584, 913210, 5569845, 5568378, 1122358]"
923,1238,"[1101010, 1018740, 899624, 916122, 916122]"
924,1240,"[951412, 908318, 5568378, 913210, 913210]"
925,1241,"[1029743, 1029743, 940947, 823704, 854405]"
926,1242,"[1122358, 857503, 1105488, 965267, 5569471]"
927,1245,"[1037840, 1029743, 1029743, 1106523, 880150]"
928,1246,"[983584, 951412, 901062, 908318, 1105488]"
929,1247,"[823704, 1040807, 901062, 1004906, 1126899]"
930,1248,"[1106523, 1106523, 1044078, 1044078, 901062]"
931,1249,"[1106523, 1106523, 5569845, 5568378, 1122358]"
932,1252,"[1029743, 1029743, 1106523, 5569230, 916122]"
933,1255,"[1075368, 1106523, 5569230, 1126899, 1070820]"
934,1256,"[986912, 878996, 878996, 878996, 823704]"
935,1257,"[951412, 866211, 12810393, 940947, 1075368]"
936,1258,"[8090537, 5569230, 1126899, 1070820, 1127831]"
937,1259,"[866211, 1029743, 1029743, 1106523, 5569230]"
938,1260,"[901062, 908318, 951412, 1105488, 857503]"
939,1261,"[5569471, 8090537, 8090521, 1070820, 1126899]"
940,1262,"[5568378, 1029743, 1029743, 1029743, 1029743]"
941,1263,"[874972, 834117, 983584, 913210, 5569845]"
942,1264,"[1029743, 1029743, 1106523, 5569230, 1126899]"
943,1265,"[854405, 823704, 1132771, 1029743, 1029743]"
944,1266,"[916122, 5569230, 1106523, 1029743, 1029743]"
945,1267,"[6034857, 1126899, 1070820, 8090521, 8090537]"
946,1269,"[1122358, 874972, 5569845, 5568378, 999858]"
947,1270,"[1106523, 5569845, 6034857, 857503, 1105488]"
948,1271,"[878996, 878996, 878996, 880150, 823704]"
949,1272,"[940947, 916122, 854405, 823704, 1132771]"
950,1274,"[8090537, 8090537, 8090537, 8090521, 1070820]"
951,1277,"[916122, 1106523, 1106523, 8090521, 823704]"
952,1278,"[5569845, 5568378, 1122358, 913210, 983584]"
953,1279,"[1004906, 1106523, 951412, 1081177, 6034857]"
954,1280,"[8090521, 1029743, 1029743, 1106523, 5569230]"
955,1281,"[1029743, 1029743, 1106523, 5569230, 916122]"
956,1282,"[5585510, 5568378, 5568378, 878996, 951412]"
957,1283,"[1081177, 901062, 965267, 834117, 983584]"
958,1284,"[899624, 899624, 1132771, 1040807, 1018740]"
959,1285,"[985999, 5569230, 1106523, 5569230, 916122]"
960,1287,"[5568378, 1037840, 823704, 854405, 1075368]"
961,1288,"[1105488, 983584, 913210, 5569845, 5568378]"
962,1289,"[1040807, 933835, 986912, 1101010, 1018740]"
963,1290,"[1081177, 1106523, 1029743, 1029743, 5569230]"
964,1291,"[1044078, 1075368, 12810393, 844179, 999858]"
965,1293,"[1004906, 1044078, 1044078, 1044078, 854405]"
966,1294,"[1126899, 878996, 1081177, 901062, 1126899]"
967,1295,"[1075368, 1037840, 5585510, 834117, 940947]"
968,1296,"[878996, 8090537, 5569471, 1004906, 866211]"
969,1297,"[854852, 1081177, 1081177, 1127831, 866211]"
970,1298,"[1018740, 908318, 1127831, 866211, 878996]"
971,1299,"[834117, 8090521, 5569230, 1075368, 1037840]"
972,1300,"[857503, 857503, 6034857, 866211, 854852]"
973,1303,"[951412, 1029743, 1029743, 5569230, 1106523]"
974,1304,"[834117, 983584, 913210, 5569845, 5568378]"
975,1305,"[1106523, 5569230, 874972, 12810393, 999858]"
976,1306,"[844179, 854852, 12810393, 6034857, 916122]"
977,1307,"[5569230, 901062, 1122358, 1037840, 5568378]"
978,1310,"[5585510, 6034857, 985999, 5569845, 8090537]"
979,1312,"[854852, 1075368, 1037840, 5569230, 1029743]"
980,1313,"[1029743, 1029743, 1070820, 5568378, 8090537]"
981,1314,"[1029743, 1029743, 8090521, 1070820, 1126899]"
982,1316,"[1122358, 5568378, 5569845, 913210, 983584]"
983,1317,"[1126899, 1106523, 1029743, 1029743, 5569230]"
984,1318,"[940947, 823704, 854405, 5568378, 908318]"
985,1319,"[5568378, 1037840, 1122358, 823704, 854405]"
986,1321,"[1106523, 1106523, 965267, 5585510, 6034857]"
987,1325,"[1122358, 823704, 854405, 1029743, 1029743]"
988,1326,"[878996, 1029743, 1029743, 1029743, 1029743]"
989,1328,"[1106523, 1029743, 1029743, 1132771, 933835]"
990,1329,"[1122358, 5569845, 5568378, 913210, 1029743]"
991,1330,"[1132771, 1043751, 1018740, 1040807, 933835]"
992,1331,"[1029743, 1029743, 5569230, 1106523, 916122]"
993,1332,"[1029743, 1029743, 1132771, 823704, 854405]"
994,1333,"[878996, 1126899, 1126899, 874972, 916122]"
995,1334,"[866211, 5585510, 1075368, 1037840, 1029743]"
996,1335,"[1106523, 916122, 844179, 1044078, 1126899]"
997,1336,"[916122, 5569230, 844179, 1018740, 12810393]"
998,1337,"[1029743, 1029743, 965267, 940947, 983584]"
999,1338,"[1106523, 874972, 933835, 986912, 1040807]"
1000,1340,"[834117, 1029743, 1029743, 951412, 1105488]"
1001,1342,"[1122358, 5568378, 5569845, 913210, 1029743]"
1002,1343,"[1075368, 1037840, 965267, 6034857, 1081177]"
1003,1344,"[1075368, 1037840, 1105488, 1081177, 6034857]"
1004,1346,"[834117, 940947, 5585510, 965267, 899624]"
1005,1347,"[1029743, 1029743, 1029743, 1029743, 951412]"
1006,1350,"[5569230, 1029743, 1029743, 1106523, 1126899]"
1007,1351,"[8090521, 8090537, 1029743, 1029743, 1106523]"
1008,1352,"[986912, 1029743, 1029743, 1106523, 5569230]"
1009,1353,"[844179, 940947, 8090537, 8090521, 8090521]"
1010,1354,"[916122, 844179, 1044078, 1075368, 12810393]"
1011,1355,"[986912, 1101010, 1043751, 1040807, 1018740]"
1012,1356,"[854852, 1105488, 1101010, 951412, 1018740]"
1013,1357,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1014,1358,"[1029743, 1029743, 1029743, 1029743, 1029743]"
1015,1359,"[1044078, 999858, 874972, 12810393, 844179]"
1016,1360,"[1101010, 933835, 986912, 1040807, 1018740]"
1017,1361,"[8090521, 1029743, 1029743, 1106523, 5569230]"
1018,1362,"[1122358, 1126899, 1029743, 1029743, 1106523]"
1019,1363,"[5569845, 951412, 933835, 12810393, 866211]"
1020,1364,"[880150, 1029743, 1029743, 1044078, 5569845]"
1021,1366,"[1126899, 1126899, 1081177, 1081177, 1101010]"
1022,1367,"[1070820, 1070820, 1070820, 8090521, 5568378]"
1023,1368,"[857503, 913210, 916122, 916122, 844179]"
1024,1369,"[1126899, 5569471, 8090537, 8090521, 1070820]"
1025,1370,"[874972, 899624, 12810393, 8090521, 8090521]"
1026,1373,"[854405, 1132771, 823704, 1122358, 5569230]"
1027,1374,"[1004906, 1106523, 901062, 951412, 1105488]"
1028,1375,"[1070820, 1081177, 899624, 985999, 880150]"
1029,1376,"[880150, 899624, 1004906, 8090537, 1044078]"
1030,1378,"[5585510, 5585510, 5585510, 857503, 985999]"
1031,1379,"[1029743, 1029743, 1029743, 5569230, 916122]"
1032,1380,"[1126899, 1029743, 1029743, 1106523, 5569230]"
1033,1381,"[1122358, 5568378, 5569845, 913210, 983584]"
1034,1382,"[899624, 854405, 823704, 965267, 1132771]"
1035,1383,"[913210, 5585510, 951412, 1018740, 1029743]"
1036,1384,"[1004906, 866211, 916122, 1029743, 1029743]"
1037,1385,"[1122358, 1029743, 1029743, 1081177, 5585510]"
1038,1387,"[5568378, 1122358, 823704, 854405, 5569845]"
1039,1388,"[8090521, 8090537, 5569471, 1004906, 854852]"
1040,1389,"[866211, 878996, 933835, 1029743, 1029743]"
1041,1390,"[1101010, 1029743, 1029743, 1029743, 1029743]"
1042,1391,"[5585510, 6034857, 1004906, 1043751, 1101010]"
1043,1393,"[1126899, 1126899, 1126899, 1126899, 901062]"
1044,1394,"[854852, 878996, 940947, 823704, 854405]"
1045,1395,"[940947, 854405, 823704, 983584, 12810393]"
1046,1397,"[880150, 1081177, 1106523, 1106523, 1106523]"
1047,1398,"[1037840, 12810393, 854405, 880150, 1122358]"
1048,1399,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1049,1401,"[1029743, 1029743, 1106523, 913210, 5569230]"
1050,1402,"[1106523, 5569845, 5568378, 913210, 1122358]"
1051,1403,"[5569230, 1029743, 1122358, 5569845, 5568378]"
1052,1405,"[854852, 8090537, 844179, 986912, 933835]"
1053,1406,"[983584, 12810393, 913210, 874972, 5569845]"
1054,1408,"[983584, 908318, 999858, 5568378, 5569845]"
1055,1409,"[844179, 1075368, 8090521, 8090537, 5569471]"
1056,1410,"[1075368, 1037840, 1070820, 1029743, 1029743]"
1057,1412,"[999858, 844179, 1029743, 1029743, 1029743]"
1058,1413,"[1029743, 983584, 913210, 834117, 1070820]"
1059,1414,"[854852, 1127831, 866211, 878996, 1004906]"
1060,1417,"[834117, 1040807, 1018740, 951412, 1101010]"
1061,1418,"[951412, 866211, 823704, 854405, 940947]"
1062,1419,"[5568378, 8090521, 1044078, 844179, 916122]"
1063,1421,"[880150, 1043751, 1043751, 899624, 1029743]"
1064,1423,"[1122358, 5569845, 5568378, 913210, 1029743]"
1065,1425,"[1101010, 844179, 1044078, 8090537, 1040807]"
1066,1426,"[1106523, 1029743, 1029743, 5569230, 916122]"
1067,1427,"[986912, 1081177, 1122358, 844179, 1075368]"
1068,1428,"[8090537, 5568378, 880150, 985999, 999858]"
1069,1429,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1070,1430,"[1126899, 5569230, 1126899, 1126899, 823704]"
1071,1431,"[5569230, 986912, 933835, 1040807, 1018740]"
1072,1434,"[854852, 908318, 854405, 1127831, 823704]"
1073,1437,"[1081177, 5569230, 854405, 940947, 823704]"
1074,1440,"[8090537, 8090521, 5568378, 1106523, 1004906]"
1075,1443,"[1029743, 834117, 1029743, 1106523, 5569230]"
1076,1445,"[1132771, 8090537, 8090537, 854852, 5585510]"
1077,1447,"[1029743, 1029743, 1127831, 8090521, 878996]"
1078,1450,"[1029743, 1029743, 908318, 5568378, 5569845]"
1079,1451,"[1029743, 1029743, 1044078, 1081177, 1127831]"
1080,1452,"[8090521, 1070820, 1126899, 5569230, 1106523]"
1081,1453,"[878996, 878996, 985999, 5569845, 12810393]"
1082,1454,"[866211, 1029743, 1029743, 878996, 878996]"
1083,1457,"[1044078, 5569230, 1029743, 1029743, 1106523]"
1084,1458,"[5568378, 6034857, 8090537, 5569471, 1004906]"
1085,1459,"[1122358, 823704, 854405, 8090521, 5569471]"
1086,1461,"[1029743, 1029743, 5569230, 1043751, 1101010]"
1087,1462,"[951412, 6034857, 844179, 940947, 823704]"
1088,1463,"[5569230, 878996, 986912, 6034857, 1075368]"
1089,1464,"[916122, 844179, 940947, 823704, 854405]"
1090,1465,"[1075368, 1106523, 5569230, 1126899, 1070820]"
1091,1466,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1092,1467,"[951412, 986912, 986912, 857503, 1105488]"
1093,1470,"[844179, 857503, 908318, 985999, 901062]"
1094,1471,"[1029743, 1029743, 1105488, 951412, 901062]"
1095,1473,"[1126899, 866211, 1126899, 854405, 823704]"
1096,1474,"[1044078, 874972, 1029743, 1029743, 1106523]"
1097,1475,"[1081177, 1070820, 916122, 916122, 985999]"
1098,1476,"[1081177, 866211, 878996, 1004906, 854852]"
1099,1479,"[1106523, 1029743, 1029743, 1126899, 8090537]"
1100,1480,"[1037840, 1075368, 913210, 874972, 5569845]"
1101,1481,"[1044078, 8090537, 1029743, 880150, 1037840]"
1102,1483,"[5569230, 5569230, 916122, 1044078, 1070820]"
1103,1484,"[1106523, 878996, 1044078, 844179, 916122]"
1104,1485,"[1106523, 1044078, 1081177, 1075368, 1037840]"
1105,1487,"[940947, 5569230, 940947, 1070820, 866211]"
1106,1488,"[857503, 1029743, 1126899, 866211, 5568378]"
1107,1489,"[1101010, 1044078, 1122358, 5569845, 913210]"
1108,1490,"[985999, 854405, 823704, 1132771, 965267]"
1109,1491,"[1081177, 916122, 1106523, 1106523, 1029743]"
1110,1492,"[1029743, 1029743, 1037840, 880150, 1122358]"
1111,1493,"[1122358, 5568378, 5569845, 1029743, 1029743]"
1112,1494,"[5569845, 5568378, 999858, 908318, 985999]"
1113,1495,"[854852, 1044078, 844179, 916122, 985999]"
1114,1499,"[985999, 908318, 857503, 1105488, 866211]"
1115,1500,"[1105488, 1037840, 880150, 1043751, 857503]"
1116,1501,"[1070820, 1070820, 857503, 1105488, 951412]"
1117,1502,"[866211, 1081177, 12810393, 6034857, 5585510]"
1118,1506,"[1106523, 844179, 844179, 1044078, 1044078]"
1119,1507,"[1106523, 1101010, 854405, 823704, 857503]"
1120,1508,"[951412, 951412, 940947, 913210, 5569845]"
1121,1509,"[1029743, 1029743, 1029743, 1029743, 1029743]"
1122,1510,"[986912, 986912, 986912, 986912, 5569471]"
1123,1511,"[5569471, 5569230, 1029743, 1029743, 1106523]"
1124,1512,"[1018740, 1101010, 1105488, 1037840, 880150]"
1125,1513,"[985999, 8090521, 866211, 1127831, 1070820]"
1126,1514,"[1081177, 1126899, 1126899, 1101010, 1040807]"
1127,1515,"[986912, 1126899, 1029743, 1029743, 1106523]"
1128,1517,"[5569471, 844179, 878996, 916122, 1044078]"
1129,1518,"[5585510, 1029743, 1029743, 1122358, 5569845]"
1130,1519,"[1070820, 1037840, 1075368, 951412, 1101010]"
1131,1520,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1132,1521,"[854852, 834117, 5569471, 8090537, 8090521]"
1133,1523,"[854405, 823704, 940947, 1029743, 1029743]"
1134,1524,"[5568378, 6034857, 878996, 1126899, 940947]"
1135,1525,"[1029743, 1029743, 1029743, 1029743, 1081177]"
1136,1526,"[986912, 866211, 6034857, 5585510, 8090537]"
1137,1527,"[5569230, 5569230, 878996, 1081177, 1081177]"
1138,1528,"[1075368, 983584, 1029743, 1029743, 1127831]"
1139,1529,"[12810393, 866211, 1126899, 913210, 913210]"
1140,1530,"[1081177, 1122358, 834117, 983584, 12810393]"
1141,1531,"[5568378, 999858, 985999, 880150, 1122358]"
1142,1532,"[1075368, 1037840, 1029743, 1029743, 1106523]"
1143,1533,"[1101010, 951412, 1018740, 1040807, 901062]"
1144,1534,"[6034857, 1070820, 1070820, 1127831, 6034857]"
1145,1535,"[899624, 1122358, 857503, 1105488, 951412]"
1146,1536,"[8090537, 1029743, 1029743, 1029743, 1029743]"
1147,1537,"[5568378, 1106523, 1106523, 1029743, 1029743]"
1148,1539,"[1122358, 1075368, 834117, 983584, 913210]"
1149,1540,"[8090537, 1029743, 1029743, 1106523, 5569230]"
1150,1541,"[901062, 5568378, 844179, 1029743, 1029743]"
1151,1542,"[1037840, 1075368, 1029743, 854405, 823704]"
1152,1543,"[5568378, 1101010, 1018740, 1037840, 1043751]"
1153,1545,"[1106523, 899624, 1122358, 857503, 1037840]"
1154,1546,"[1075368, 940947, 1037840, 823704, 854405]"
1155,1547,"[834117, 965267, 940947, 1044078, 844179]"
1156,1548,"[844179, 1044078, 916122, 880150, 874972]"
1157,1549,"[986912, 1122358, 1126899, 1029743, 1029743]"
1158,1550,"[1044078, 985999, 880150, 999858, 874972]"
1159,1552,"[1029743, 1029743, 1132771, 823704, 854405]"
1160,1553,"[1029743, 5569230, 916122, 844179, 1044078]"
1161,1555,"[5569230, 1029743, 1029743, 1106523, 1126899]"
1162,1556,"[880150, 8090537, 1029743, 1029743, 1106523]"
1163,1557,"[1106523, 5569471, 8090537, 8090521, 1070820]"
1164,1558,"[1029743, 1029743, 866211, 1127831, 854405]"
1165,1559,"[1075368, 854405, 823704, 983584, 12810393]"
1166,1560,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1167,1563,"[1004906, 1126899, 1127831, 1132771, 857503]"
1168,1564,"[1004906, 857503, 1105488, 951412, 901062]"
1169,1566,"[1044078, 844179, 1037840, 1075368, 1127831]"
1170,1567,"[901062, 1081177, 8090521, 878996, 8090537]"
1171,1568,"[1004906, 899624, 874972, 916122, 844179]"
1172,1569,"[854405, 5569845, 823704, 1122358, 5568378]"
1173,1570,"[8090521, 1070820, 1126899, 5569230, 1106523]"
1174,1571,"[983584, 913210, 5569845, 5568378, 1122358]"
1175,1572,"[5569230, 985999, 857503, 823704, 6034857]"
1176,1575,"[951412, 1127831, 866211, 878996, 1004906]"
1177,1576,"[854405, 823704, 1122358, 5568378, 5569845]"
1178,1577,"[5569471, 834117, 983584, 913210, 5569845]"
1179,1578,"[1044078, 1029743, 1029743, 1106523, 5569230]"
1180,1579,"[844179, 844179, 999858, 951412, 880150]"
1181,1580,"[1044078, 986912, 933835, 1018740, 1040807]"
1182,1581,"[1029743, 1029743, 901062, 908318, 965267]"
1183,1584,"[916122, 1029743, 1029743, 1029743, 1029743]"
1184,1585,"[5569471, 916122, 866211, 878996, 8090537]"
1185,1587,"[983584, 1126899, 1070820, 8090521, 8090537]"
1186,1588,"[901062, 854405, 823704, 1122358, 1037840]"
1187,1590,"[916122, 1070820, 866211, 878996, 1081177]"
1188,1591,"[1081177, 1081177, 866211, 878996, 5585510]"
1189,1592,"[878996, 866211, 1127831, 1070820, 1126899]"
1190,1593,"[1070820, 916122, 844179, 1044078, 12810393]"
1191,1594,"[1106523, 1106523, 1101010, 986912, 1122358]"
1192,1595,"[1075368, 834117, 1122358, 983584, 1037840]"
1193,1596,"[916122, 1029743, 1029743, 1106523, 5569230]"
1194,1598,"[1081177, 844179, 1044078, 899624, 899624]"
1195,1599,"[1004906, 940947, 823704, 854405, 1127831]"
1196,1600,"[1122358, 5569845, 5568378, 834117, 983584]"
1197,1602,"[1081177, 1070820, 1070820, 999858, 985999]"
1198,1604,"[933835, 986912, 899624, 854852, 1004906]"
1199,1607,"[5569230, 5569230, 8090521, 8090537, 5569471]"
1200,1608,"[1044078, 1070820, 1127831, 866211, 8090521]"
1201,1609,"[951412, 866211, 866211, 866211, 1029743]"
1202,1611,"[1044078, 5569471, 1126899, 1070820, 1127831]"
1203,1612,"[1126899, 866211, 866211, 854852, 1132771]"
1204,1614,"[908318, 965267, 834117, 940947, 983584]"
1205,1618,"[901062, 823704, 854405, 1037840, 940947]"
1206,1619,"[1044078, 854852, 899624, 1075368, 834117]"
1207,1620,"[5568378, 5568378, 1106523, 1106523, 899624]"
1208,1621,"[1106523, 1106523, 1106523, 1106523, 1101010]"
1209,1622,"[1029743, 1029743, 823704, 854405, 1037840]"
1210,1623,"[1106523, 1106523, 844179, 1044078, 1081177]"
1211,1624,"[1132771, 1043751, 1101010, 1018740, 1040807]"
1212,1627,"[1106523, 5569230, 916122, 844179, 1044078]"
1213,1628,"[983584, 5569845, 5568378, 1122358, 913210]"
1214,1630,"[866211, 1132771, 857503, 1043751, 1105488]"
1215,1631,"[1029743, 1029743, 1029743, 1029743, 5568378]"
1216,1632,"[5569230, 854405, 823704, 899624, 986912]"
1217,1633,"[1029743, 1029743, 908318, 1101010, 1018740]"
1218,1634,"[1018740, 8090537, 1127831, 866211, 878996]"
1219,1636,"[844179, 1044078, 854852, 823704, 1132771]"
1220,1637,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1221,1638,"[8090537, 1029743, 1029743, 1106523, 5569230]"
1222,1640,"[1106523, 5568378, 1122358, 913210, 5569845]"
1223,1641,"[854852, 1126899, 1075368, 1037840, 965267]"
1224,1642,"[1004906, 5569471, 1029743, 1106523, 5569230]"
1225,1643,"[940947, 823704, 854405, 878996, 8090521]"
1226,1644,"[1075368, 1037840, 1044078, 1126899, 1070820]"
1227,1645,"[933835, 1018740, 1040807, 986912, 1043751]"
1228,1646,"[1070820, 1122358, 8090537, 5569471, 834117]"
1229,1647,"[1029743, 1029743, 1106523, 913210, 5569230]"
1230,1648,"[5568378, 1122358, 823704, 854405, 913210]"
1231,1649,"[951412, 12810393, 983584, 913210, 5569845]"
1232,1650,"[6034857, 854852, 1070820, 8090537, 5569471]"
1233,1651,"[834117, 983584, 1029743, 1029743, 1106523]"
1234,1652,"[1106523, 1029743, 1029743, 1126899, 5569845]"
1235,1653,"[1081177, 901062, 5569845, 1018740, 933835]"
1236,1654,"[1122358, 5568378, 1029743, 1106523, 5569230]"
1237,1657,"[1106523, 1106523, 1004906, 1018740, 1132771]"
1238,1658,"[1126899, 1070820, 1029743, 1029743, 1106523]"
1239,1659,"[901062, 901062, 1044078, 1044078, 866211]"
1240,1660,"[5569471, 1029743, 1106523, 5569230, 1126899]"
1241,1662,"[1126899, 1037840, 1075368, 940947, 12810393]"
1242,1663,"[1004906, 951412, 1122358, 857503, 1105488]"
1243,1664,"[823704, 916122, 834117, 880150, 999858]"
1244,1665,"[908318, 901062, 1040807, 1018740, 951412]"
1245,1666,"[1070820, 1029743, 1029743, 1106523, 5569230]"
1246,1668,"[940947, 823704, 854405, 1029743, 1029743]"
1247,1669,"[1126899, 1075368, 1037840, 854405, 823704]"
1248,1672,"[1037840, 1075368, 1004906, 5569471, 8090537]"
1249,1673,"[5569845, 913210, 12810393, 983584, 940947]"
1250,1676,"[5569471, 854852, 6034857, 878996, 1127831]"
1251,1677,"[999858, 5568378, 5568378, 5569845, 983584]"
1252,1680,"[1126899, 854405, 823704, 940947, 1029743]"
1253,1683,"[5569471, 5569845, 1070820, 8090521, 8090537]"
1254,1684,"[844179, 1081177, 854852, 899624, 1075368]"
1255,1685,"[1029743, 1029743, 940947, 983584, 913210]"
1256,1686,"[986912, 933835, 1018740, 1029743, 1029743]"
1257,1687,"[866211, 916122, 1070820, 1029743, 1029743]"
1258,1688,"[1075368, 834117, 983584, 913210, 5569845]"
1259,1689,"[8090521, 1029743, 1029743, 1106523, 5569230]"
1260,1690,"[1037840, 857503, 1122358, 1105488, 951412]"
1261,1692,"[1029743, 1126899, 1029743, 1029743, 1029743]"
1262,1693,"[985999, 878996, 878996, 866211, 1070820]"
1263,1694,"[1044078, 844179, 8090521, 8090537, 5568378]"
1264,1695,"[1037840, 1122358, 5568378, 1126899, 1029743]"
1265,1696,"[913210, 1126899, 1070820, 8090521, 8090537]"
1266,1697,"[5568378, 857503, 844179, 1081177, 1122358]"
1267,1698,"[12810393, 844179, 1106523, 844179, 965267]"
1268,1699,"[874972, 12810393, 986912, 916122, 844179]"
1269,1700,"[913210, 5569845, 5568378, 1122358, 983584]"
1270,1701,"[5569230, 901062, 965267, 834117, 983584]"
1271,1703,"[986912, 901062, 874972, 1106523, 1106523]"
1272,1704,"[913210, 834117, 983584, 5569845, 5568378]"
1273,1705,"[1029743, 1029743, 857503, 880150, 1037840]"
1274,1706,"[913210, 1081177, 878996, 8090537, 5569471]"
1275,1707,"[1029743, 1029743, 1075368, 1037840, 834117]"
1276,1708,"[874972, 1029743, 1029743, 880150, 985999]"
1277,1709,"[1029743, 1029743, 1122358, 857503, 823704]"
1278,1710,"[916122, 1106523, 1106523, 878996, 854852]"
1279,1712,"[5568378, 1101010, 1043751, 1132771, 1018740]"
1280,1713,"[1029743, 1029743, 1106523, 5569230, 916122]"
1281,1715,"[1029743, 1029743, 1106523, 933835, 1004906]"
1282,1716,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1283,1717,"[834117, 1106523, 5569230, 1126899, 1070820]"
1284,1718,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1285,1719,"[940947, 857503, 834117, 1029743, 1029743]"
1286,1720,"[913210, 985999, 857503, 933835, 933835]"
1287,1721,"[1075368, 1037840, 1044078, 1126899, 1070820]"
1288,1722,"[5585510, 844179, 916122, 1044078, 985999]"
1289,1723,"[880150, 1101010, 1018740, 1132771, 1043751]"
1290,1724,"[5569230, 1106523, 1029743, 1029743, 913210]"
1291,1726,"[854852, 866211, 1029743, 1029743, 866211]"
1292,1728,"[1126899, 1029743, 1029743, 1106523, 5569230]"
1293,1729,"[5569471, 8090537, 8090521, 1070820, 1126899]"
1294,1730,"[5569471, 854852, 899624, 986912, 933835]"
1295,1731,"[866211, 985999, 1040807, 1018740, 1101010]"
1296,1732,"[1029743, 1029743, 1127831, 1037840, 1075368]"
1297,1733,"[5569845, 5568378, 1122358, 913210, 983584]"
1298,1734,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1299,1735,"[5569230, 854852, 1004906, 1075368, 1029743]"
1300,1737,"[866211, 1004906, 1126899, 1070820, 1127831]"
1301,1738,"[1122358, 5568378, 1126899, 1029743, 1029743]"
1302,1739,"[5568378, 1106523, 1040807, 933835, 986912]"
1303,1740,"[878996, 1075368, 1075368, 1075368, 6034857]"
1304,1742,"[1029743, 1029743, 5569230, 1106523, 916122]"
1305,1743,"[940947, 1122358, 1126899, 1029743, 1029743]"
1306,1745,"[1122358, 834117, 940947, 983584, 913210]"
1307,1747,"[1029743, 1029743, 1122358, 5569845, 5568378]"
1308,1748,"[916122, 844179, 1106523, 1106523, 857503]"
1309,1749,"[1029743, 1029743, 8090537, 1075368, 1037840]"
1310,1750,"[916122, 8090521, 1029743, 1029743, 1106523]"
1311,1751,"[1070820, 1070820, 5569230, 1044078, 844179]"
1312,1752,"[1106523, 1106523, 844179, 916122, 1044078]"
1313,1753,"[1029743, 1029743, 1106523, 5569230, 1126899]"
1314,1754,"[999858, 6034857, 844179, 1029743, 1029743]"
1315,1755,"[8090521, 5569230, 12810393, 874972, 985999]"
1316,1756,"[8090521, 1029743, 1029743, 1106523, 5569230]"
1317,1758,"[1132771, 5568378, 5568378, 1126899, 1126899]"
1318,1759,"[880150, 854405, 823704, 940947, 1101010]"
1319,1760,"[1070820, 5569845, 913210, 983584, 834117]"
1320,1761,"[854852, 1044078, 874972, 999858, 844179]"
1321,1762,"[844179, 5569230, 1029743, 1029743, 878996]"
1322,1763,"[1037840, 1106523, 1122358, 5568378, 5569845]"
1323,1764,"[901062, 901062, 878996, 878996, 878996]"
1324,1765,"[844179, 899624, 940947, 854405, 823704]"
1325,1766,"[8090537, 1040807, 1132771, 1043751, 1101010]"
1326,1767,"[5568378, 5585510, 6034857, 1081177, 899624]"
1327,1768,"[940947, 965267, 5585510, 854405, 823704]"
1328,1769,"[866211, 6034857, 1122358, 1037840, 5568378]"
1329,1770,"[1081177, 933835, 986912, 899624, 854852]"
1330,1773,"[834117, 5569471, 916122, 844179, 1044078]"
1331,1774,"[8090537, 1004906, 1106523, 1106523, 8090521]"
1332,1775,"[983584, 940947, 880150, 985999, 999858]"
1333,1776,"[878996, 866211, 1029743, 1029743, 940947]"
1334,1778,"[1075368, 1037840, 913210, 916122, 1044078]"
1335,1779,"[1075368, 1037840, 1126899, 1029743, 1029743]"
1336,1780,"[1106523, 1029743, 5569230, 916122, 844179]"
1337,1781,"[854852, 1004906, 1122358, 1029743, 8090521]"
1338,1783,"[5569471, 6034857, 916122, 844179, 1044078]"
1339,1784,"[1126899, 983584, 913210, 874972, 5569845]"
1340,1785,"[878996, 899624, 1075368, 1081177, 6034857]"
1341,1787,"[5585510, 8090537, 5569471, 1004906, 854852]"
1342,1788,"[866211, 866211, 878996, 1127831, 1004906]"
1343,1789,"[983584, 1126899, 1070820, 8090521, 8090537]"
1344,1790,"[899624, 1075368, 1037840, 1029743, 1029743]"
1345,1791,"[878996, 899624, 1122358, 880150, 985999]"
1346,1792,"[1075368, 5569230, 1122358, 983584, 913210]"
1347,1793,"[1029743, 1029743, 878996, 1106523, 5569230]"
1348,1794,"[1106523, 1106523, 1106523, 1106523, 823704]"
1349,1795,"[5569845, 874972, 8090521, 1004906, 986912]"
1350,1796,"[5568378, 844179, 5569230, 854405, 823704]"
1351,1797,"[1004906, 951412, 940947, 6034857, 1081177]"
1352,1798,"[999858, 1070820, 866211, 857503, 908318]"
1353,1800,"[834117, 965267, 5585510, 6034857, 1081177]"
1354,1801,"[983584, 5569230, 1126899, 1070820, 8090521]"
